Depth,Calcite,Dolomite,Pyrite,Porosity,Bulk_Porosity,Volume_Closure,RMSE
3349.3,0.6466,0.0,0.1479,0.2055,0.1901,1.0,0.1881
3349.4,0.6462,0.0,0.144,0.2098,0.1937,1.0,0.1881
3349.5,0.6411,0.0,0.1453,0.2136,0.196,1.0,0.1959
3349.6,0.6339,0.0,0.1487,0.2174,0.1989,1.0,0.2023
3349.7,0.6191,0.0,0.153,0.2279,0.21,1.0,0.1987
3349.8,0.6148,0.0,0.1509,0.2343,0.2169,1.0,0.1938
3349.9,0.6068,0.0,0.1483,0.2449,0.2276,1.0,0.1911
3350.0,0.6009,0.0,0.1449,0.2542,0.2368,1.0,0.1967
3350.1,0.5917,0.0,0.1447,0.2636,0.2464,1.0,0.2069
3350.2,0.583,0.0,0.1489,0.268,0.2528,1.0,0.2282
3350.3,0.5677,0.0,0.1592,0.273,0.259,1.0,0.2476
3350.4,0.5616,0.0,0.1677,0.2707,0.2571,1.0,0.2629
3350.5,0.5693,0.0,0.1695,0.2611,0.2475,1.0,0.2651
3350.6,0.586,0.0,0.1671,0.247,0.2336,1.0,0.2623
3350.7,0.5896,0.0,0.1712,0.2391,0.2258,1.0,0.2638
3350.8,0.5801,0.0,0.184,0.2359,0.2221,1.0,0.278
3350.9,0.5638,0.0,0.1991,0.2371,0.2231,1.0,0.2911
3351.0,0.5547,0.0,0.2065,0.2388,0.2257,1.0,0.2891
3351.1,0.563,0.0,0.2012,0.2357,0.2224,1.0,0.2709
3351.2,0.5808,0.0,0.1885,0.2307,0.2159,1.0,0.2472
3351.3,0.5879,0.0,0.1789,0.2332,0.2166,1.0,0.2314
3351.4,0.5832,0.0,0.1768,0.24,0.222,1.0,0.234
3351.5,0.5671,0.0,0.1821,0.2508,0.2315,1.0,0.2449
3351.6,0.5569,0.0,0.1873,0.2559,0.2346,1.0,0.2557
3351.7,0.5516,0.0,0.1909,0.2575,0.2347,1.0,0.2616
3351.8,0.5567,0.0,0.1913,0.252,0.2276,1.0,0.2662
3351.9,0.5635,0.0,0.1916,0.2449,0.2202,1.0,0.2707
3352.0,0.5643,0.0,0.1941,0.2415,0.2171,1.0,0.2695
3352.1,0.5657,0.0,0.1964,0.2379,0.2145,1.0,0.2672
3352.2,0.5629,0.0,0.1986,0.2385,0.2164,1.0,0.2588
3352.3,0.5639,0.0,0.1964,0.2397,0.2172,1.0,0.2453
3352.4,0.5696,0.0,0.1905,0.2398,0.2172,1.0,0.2367
3352.5,0.5755,0.0,0.1835,0.241,0.218,1.0,0.2298
3352.6,0.5929,0.0,0.1732,0.2339,0.2104,1.0,0.2271
3352.7,0.6106,0.0,0.1642,0.2252,0.2026,1.0,0.2265
3352.8,0.618,0.0,0.1617,0.2203,0.1992,1.0,0.2274
3352.9,0.6128,0.0,0.1672,0.22,0.1999,1.0,0.2365
3353.0,0.5949,0.0,0.179,0.2262,0.2073,1.0,0.2518
3353.1,0.585,0.0,0.1857,0.2293,0.2106,1.0,0.2603
3353.2,0.5841,0.0,0.1857,0.2301,0.2122,1.0,0.2564
3353.3,0.5938,0.0,0.1793,0.2269,0.2096,1.0,0.2432
3353.4,0.6035,0.0,0.1723,0.2241,0.2073,1.0,0.2295
3353.5,0.6068,0.0,0.1684,0.2247,0.2075,1.0,0.221
3353.6,0.5987,0.0,0.1704,0.2308,0.212,1.0,0.2208
3353.7,0.5873,0.0,0.176,0.2367,0.2165,1.0,0.2314
3353.8,0.5758,0.0,0.1824,0.2418,0.2204,1.0,0.2419
3353.9,0.5699,0.0,0.1857,0.2444,0.2231,1.0,0.2459
3354.0,0.5732,0.0,0.1834,0.2434,0.2226,1.0,0.2421
3354.1,0.5737,0.0,0.1819,0.2444,0.2246,1.0,0.2408
3354.2,0.5663,0.0,0.1859,0.2478,0.2283,1.0,0.2493
3354.3,0.5517,0.0,0.1952,0.253,0.2334,1.0,0.2652
3354.4,0.5454,0.0,0.2022,0.2524,0.2313,1.0,0.2784
3354.5,0.5429,0.0,0.2058,0.2512,0.2303,1.0,0.2818
3354.6,0.5541,0.0,0.2026,0.2432,0.2235,1.0,0.2778
3354.7,0.5681,0.0,0.1972,0.2347,0.2155,1.0,0.2659
3354.8,0.5757,0.0,0.1941,0.2302,0.2115,1.0,0.2538
3354.9,0.5767,0.0,0.1932,0.2301,0.2111,1.0,0.245
3355.0,0.5731,0.0,0.193,0.2339,0.2141,1.0,0.2415
3355.1,0.5712,0.0,0.1912,0.2376,0.2172,1.0,0.244
3355.2,0.5673,0.0,0.1909,0.2417,0.2208,1.0,0.2526
3355.3,0.5559,0.0,0.1969,0.2473,0.2279,1.0,0.269
3355.4,0.5463,0.0,0.2045,0.2491,0.2303,1.0,0.2785
3355.5,0.5419,0.0,0.2089,0.2492,0.2311,1.0,0.2737
3355.6,0.55,0.0,0.2045,0.2455,0.2274,1.0,0.2541
3355.7,0.5662,0.0,0.1931,0.2407,0.221,1.0,0.229
3355.8,0.5788,0.0,0.182,0.2392,0.2181,1.0,0.2182
3355.9,0.5803,0.0,0.1772,0.2425,0.2202,1.0,0.2258
3356.0,0.5783,0.0,0.1772,0.2446,0.2215,1.0,0.2415
3356.1,0.5743,0.0,0.1802,0.2455,0.224,1.0,0.2542
3356.2,0.5804,0.0,0.1807,0.2389,0.2192,1.0,0.2601
3356.3,0.5827,0.0,0.1843,0.2331,0.2146,1.0,0.2606
3356.4,0.5823,0.0,0.1909,0.2268,0.209,1.0,0.267
3356.5,0.5786,0.0,0.1977,0.2237,0.206,1.0,0.273
3356.6,0.5806,0.0,0.1986,0.2208,0.2039,1.0,0.2727
3356.7,0.5924,0.0,0.1923,0.2153,0.1993,1.0,0.2631
3356.8,0.6054,0.0,0.1836,0.211,0.196,1.0,0.2476
3356.9,0.6173,0.0,0.1743,0.2084,0.1934,1.0,0.2306
3357.0,0.6229,0.0,0.1673,0.2099,0.1944,1.0,0.2185
3357.1,0.6179,0.0,0.1651,0.2171,0.2006,1.0,0.2146
3357.2,0.6078,0.0,0.1682,0.224,0.2059,1.0,0.2216
3357.3,0.5919,0.0,0.1774,0.2307,0.2105,1.0,0.2324
3357.4,0.5795,0.0,0.1874,0.2331,0.2114,1.0,0.2397
3357.5,0.5736,0.0,0.1931,0.2333,0.2102,1.0,0.2351
3357.6,0.5707,0.0,0.1944,0.2349,0.212,1.0,0.2298
3357.7,0.5655,0.0,0.1941,0.2404,0.218,1.0,0.2295
3357.8,0.5611,0.0,0.1925,0.2464,0.2232,1.0,0.2335
3357.9,0.5593,0.0,0.1899,0.2507,0.2272,1.0,0.2383
3358.0,0.5612,0.0,0.1862,0.2526,0.2292,1.0,0.237
3358.1,0.5566,0.0,0.1853,0.2581,0.2368,1.0,0.236
3358.2,0.5562,0.0,0.1837,0.26,0.2403,1.0,0.2425
3358.3,0.5501,0.0,0.1857,0.2642,0.2456,1.0,0.2549
3358.4,0.5502,0.0,0.1879,0.2619,0.2444,1.0,0.2717
3358.5,0.5616,0.0,0.1867,0.2516,0.2337,1.0,0.276
3358.6,0.5824,0.0,0.1807,0.2369,0.2177,1.0,0.2619
3358.7,0.6151,0.0,0.1688,0.2161,0.196,1.0,0.2409
3358.8,0.6327,0.0,0.1609,0.2064,0.1869,1.0,0.2212
3358.9,0.6309,0.0,0.1599,0.2093,0.191,1.0,0.2121
3359.0,0.6185,0.0,0.1629,0.2185,0.2004,1.0,0.2144
3359.1,0.5983,0.0,0.1697,0.232,0.2128,1.0,0.2267
3359.2,0.5678,0.0,0.1815,0.2507,0.2299,1.0,0.2435
3359.3,0.5388,0.0,0.1943,0.2669,0.2444,1.0,0.2615
3359.4,0.5173,0.0,0.2048,0.2779,0.2538,1.0,0.2725
3359.5,0.506,0.0,0.2115,0.2825,0.2576,1.0,0.2798
3359.6,0.4966,0.0,0.2168,0.2866,0.2625,1.0,0.2822
3359.7,0.4973,0.0,0.2173,0.2854,0.2626,1.0,0.2799
3359.8,0.5092,0.0,0.2125,0.2783,0.2574,1.0,0.2701
3359.9,0.5402,0.0,0.2013,0.2585,0.2396,1.0,0.2586
3360.0,0.5669,0.0,0.1929,0.2402,0.2235,1.0,0.2491
3360.1,0.5802,0.0,0.1914,0.2285,0.2126,1.0,0.2492
3360.2,0.5795,0.0,0.1954,0.225,0.207,1.0,0.257
3360.3,0.5607,0.0,0.2048,0.2344,0.2133,1.0,0.2679
3360.4,0.5309,0.0,0.2157,0.2535,0.2302,1.0,0.2767
3360.5,0.514,0.0,0.2181,0.2679,0.2425,1.0,0.277
3360.6,0.5096,0.0,0.2131,0.2773,0.2511,1.0,0.2686
3360.7,0.5109,0.0,0.2075,0.2816,0.2555,1.0,0.2637
3360.8,0.509,0.0,0.2077,0.2833,0.2554,1.0,0.2677
3360.9,0.4963,0.0,0.2164,0.2873,0.2573,1.0,0.2796
3361.0,0.4919,0.0,0.2234,0.2847,0.2524,1.0,0.2868
3361.1,0.497,0.0,0.2255,0.2775,0.2439,1.0,0.2795
3361.2,0.5084,0.0,0.2232,0.2684,0.2349,1.0,0.2662
3361.3,0.5071,0.0,0.224,0.2689,0.2377,1.0,0.2628
3361.4,0.4988,0.0,0.227,0.2743,0.2448,1.0,0.2712
3361.5,0.4949,0.0,0.2287,0.2764,0.2479,1.0,0.2821
3361.6,0.4944,0.0,0.2295,0.2761,0.2494,1.0,0.2908
3361.7,0.4937,0.0,0.231,0.2753,0.2511,1.0,0.2984
3361.8,0.4919,0.0,0.2334,0.2747,0.253,1.0,0.3048
3361.9,0.4973,0.0,0.2333,0.2694,0.2487,1.0,0.3056
3362.0,0.5089,0.0,0.2294,0.2617,0.2421,1.0,0.297
3362.1,0.5213,0.0,0.2227,0.256,0.2378,1.0,0.2821
3362.2,0.5321,0.0,0.2153,0.2526,0.2333,1.0,0.27
3362.3,0.529,0.0,0.213,0.258,0.2366,1.0,0.2678
3362.4,0.5228,0.0,0.2112,0.266,0.2419,1.0,0.2692
3362.5,0.5317,0.0,0.2037,0.2646,0.236,1.0,0.2664
3362.6,0.55,0.0,0.1944,0.2556,0.2228,1.0,0.2595
3362.7,0.5549,0.0,0.1941,0.251,0.2159,1.0,0.254
3362.8,0.5418,0.0,0.2039,0.2543,0.2188,1.0,0.2487
3362.9,0.5155,0.0,0.2167,0.2678,0.2353,1.0,0.2385
3363.0,0.4985,0.0,0.219,0.2825,0.2545,1.0,0.2209
3363.1,0.4915,0.0,0.2101,0.2985,0.2735,1.0,0.2043
3363.2,0.4814,0.0,0.2,0.3186,0.296,1.0,0.206
3363.3,0.4621,0.0,0.1962,0.3417,0.3198,1.0,0.2283
3363.4,0.4457,0.0,0.1958,0.3585,0.3358,1.0,0.2566
3363.5,0.436,0.0,0.1958,0.3681,0.3451,1.0,0.2743
3363.6,0.4452,0.0,0.1903,0.3644,0.3427,1.0,0.2798
3363.7,0.4563,0.0,0.1837,0.3601,0.3391,1.0,0.271
3363.8,0.4752,0.0,0.1746,0.3502,0.3296,1.0,0.2629
3363.9,0.4931,0.0,0.1663,0.3406,0.3194,1.0,0.2523
3364.0,0.5068,0.0,0.1588,0.3344,0.3132,1.0,0.2368
3364.1,0.518,0.0,0.1522,0.3297,0.31,1.0,0.2244
3364.2,0.5245,0.0,0.1477,0.3278,0.3095,1.0,0.2204
3364.3,0.5218,0.0,0.1473,0.3309,0.3137,1.0,0.2239
3364.4,0.518,0.0,0.148,0.334,0.3168,1.0,0.2307
3364.5,0.5234,0.0,0.1476,0.329,0.3127,1.0,0.2431
3364.6,0.5247,0.0,0.1511,0.3243,0.3081,1.0,0.2525
3364.7,0.5258,0.0,0.1584,0.3158,0.3008,1.0,0.2662
3364.8,0.5215,0.0,0.168,0.3105,0.2964,1.0,0.271
3364.9,0.5206,0.0,0.1734,0.306,0.2916,1.0,0.2648
3365.0,0.5193,0.0,0.1744,0.3063,0.2919,1.0,0.253
3365.1,0.5173,0.0,0.1716,0.3111,0.2956,1.0,0.2409
3365.2,0.5209,0.0,0.1665,0.3126,0.2954,1.0,0.2379
3365.3,0.5192,0.0,0.1646,0.3162,0.2969,1.0,0.2365
3365.4,0.5085,0.0,0.1684,0.3232,0.3042,1.0,0.2384
3365.5,0.4982,0.0,0.1729,0.3289,0.3115,1.0,0.2432
3365.6,0.4962,0.0,0.1743,0.3295,0.3138,1.0,0.2516
3365.7,0.4998,0.0,0.1732,0.327,0.3129,1.0,0.2584
3365.8,0.5163,0.0,0.167,0.3167,0.3036,1.0,0.2598
3365.9,0.5387,0.0,0.1571,0.3042,0.2914,1.0,0.2472
3366.0,0.5625,0.0,0.1442,0.2934,0.2802,1.0,0.2217
3366.1,0.5762,0.0,0.1328,0.291,0.2766,1.0,0.1949
3366.2,0.5672,0.0,0.131,0.3018,0.2845,1.0,0.1819
3366.3,0.5341,0.0,0.1438,0.3221,0.3008,1.0,0.1973
3366.4,0.4877,0.0,0.168,0.3443,0.3192,1.0,0.2311
3366.5,0.445,0.0,0.1945,0.3605,0.3332,1.0,0.2635
3366.6,0.4234,0.0,0.212,0.3646,0.3379,1.0,0.2831
3366.7,0.4247,0.0,0.2165,0.3588,0.3322,1.0,0.2849
3366.8,0.4362,0.0,0.2125,0.3513,0.3251,1.0,0.2768
3366.9,0.4489,0.0,0.2055,0.3456,0.321,1.0,0.2661
3367.0,0.4588,0.0,0.1987,0.3424,0.3203,1.0,0.2591
3367.1,0.4654,0.0,0.1931,0.3415,0.3207,1.0,0.255
3367.2,0.4732,0.0,0.1873,0.3395,0.3179,1.0,0.2541
3367.3,0.4739,0.0,0.1852,0.341,0.3193,1.0,0.2534
3367.4,0.4748,0.0,0.1844,0.3408,0.3183,1.0,0.2509
3367.5,0.473,0.0,0.1864,0.3407,0.3174,1.0,0.2489
3367.6,0.4665,0.0,0.1911,0.3424,0.3193,1.0,0.2518
3367.7,0.4604,0.0,0.1951,0.3445,0.3212,1.0,0.2581
3367.8,0.4586,0.0,0.1956,0.3458,0.322,1.0,0.2619
3367.9,0.4597,0.0,0.1931,0.3472,0.3233,1.0,0.259
3368.0,0.4708,0.0,0.1865,0.3426,0.3189,1.0,0.2554
3368.1,0.481,0.0,0.1808,0.3382,0.314,1.0,0.2504
3368.2,0.4877,0.0,0.1782,0.3341,0.3076,1.0,0.25
3368.3,0.4897,0.0,0.1815,0.3288,0.2961,1.0,0.2618
3368.4,0.4787,0.0,0.1954,0.3258,0.2839,1.0,0.2857
3368.5,0.4719,0.0,0.2118,0.3163,0.2707,1.0,0.312
3368.6,0.4917,0.0,0.2134,0.2949,0.2537,1.0,0.3085
3368.7,0.5429,0.0,0.1933,0.2638,0.2324,1.0,0.2697
3368.8,0.6121,0.0,0.1613,0.2266,0.2041,1.0,0.2248
3368.9,0.6487,0.0,0.1449,0.2064,0.189,1.0,0.2042
3369.0,0.6453,0.0,0.1517,0.203,0.1878,1.0,0.2179
3369.1,0.6129,0.0,0.1735,0.2136,0.1983,1.0,0.2412
3369.2,0.5834,0.0,0.1915,0.2251,0.2093,1.0,0.2531
3369.3,0.5797,0.0,0.1939,0.2265,0.2096,1.0,0.2486
3369.4,0.585,0.0,0.1896,0.2254,0.207,1.0,0.2369
3369.5,0.5862,0.0,0.1877,0.2261,0.2053,1.0,0.231
3369.6,0.5728,0.0,0.1944,0.2328,0.2098,1.0,0.241
3369.7,0.5537,0.0,0.2052,0.2411,0.2165,1.0,0.2615
3369.8,0.5428,0.0,0.2121,0.2451,0.2208,1.0,0.2773
3369.9,0.5528,0.0,0.2079,0.2393,0.2157,1.0,0.2734
3370.0,0.5756,0.0,0.1961,0.2284,0.2055,1.0,0.2519
3370.1,0.5872,0.0,0.1878,0.225,0.2027,1.0,0.231
3370.2,0.5774,0.0,0.1883,0.2343,0.2121,1.0,0.2235
3370.3,0.553,0.0,0.1946,0.2524,0.2304,1.0,0.2273
3370.4,0.5288,0.0,0.2002,0.271,0.2489,1.0,0.2345
3370.5,0.5112,0.0,0.2038,0.285,0.2624,1.0,0.2437
3370.6,0.4974,0.0,0.208,0.2945,0.2714,1.0,0.2574
3370.7,0.492,0.0,0.2114,0.2966,0.2739,1.0,0.2714
3370.8,0.4995,0.0,0.2101,0.2904,0.2679,1.0,0.276
3370.9,0.5207,0.0,0.2018,0.2775,0.255,1.0,0.2657
3371.0,0.5489,0.0,0.1892,0.2619,0.2396,1.0,0.2481
3371.1,0.5642,0.0,0.18,0.2558,0.2326,1.0,0.2274
3371.2,0.5732,0.0,0.1739,0.2529,0.2283,1.0,0.2186
3371.3,0.5668,0.0,0.1759,0.2573,0.2322,1.0,0.224
3371.4,0.5562,0.0,0.1822,0.2616,0.2363,1.0,0.2389
3371.5,0.5499,0.0,0.1889,0.2612,0.2356,1.0,0.256
3371.6,0.544,0.0,0.196,0.26,0.2354,1.0,0.2679
3371.7,0.5474,0.0,0.1983,0.2543,0.2305,1.0,0.2674
3371.8,0.5565,0.0,0.1962,0.2473,0.2241,1.0,0.2554
3371.9,0.564,0.0,0.1922,0.2437,0.2211,1.0,0.2392
3372.0,0.5666,0.0,0.1886,0.2447,0.2221,1.0,0.2295
3372.1,0.5647,0.0,0.1865,0.2488,0.2248,1.0,0.2308
3372.2,0.5567,0.0,0.1876,0.2557,0.23,1.0,0.2404
3372.3,0.544,0.0,0.1923,0.2638,0.2369,1.0,0.2523
3372.4,0.5358,0.0,0.196,0.2682,0.2417,1.0,0.2615
3372.5,0.5324,0.0,0.1959,0.2717,0.2463,1.0,0.2563
3372.6,0.5465,0.0,0.1867,0.2668,0.2438,1.0,0.2422
3372.7,0.5766,0.0,0.1707,0.2527,0.2312,1.0,0.2261
3372.8,0.5915,0.0,0.162,0.2465,0.2253,1.0,0.2134
3372.9,0.5929,0.0,0.1611,0.246,0.2248,1.0,0.2099
3373.0,0.5929,0.0,0.1619,0.2452,0.2238,1.0,0.2103
3373.1,0.5946,0.0,0.1604,0.2451,0.2234,1.0,0.2053
3373.2,0.6006,0.0,0.1557,0.2438,0.2214,1.0,0.1984
3373.3,0.5954,0.0,0.1562,0.2484,0.2274,1.0,0.2038
3373.4,0.5911,0.0,0.1598,0.2491,0.2292,1.0,0.2183
3373.5,0.5874,0.0,0.1632,0.2493,0.2304,1.0,0.2325
3373.6,0.5951,0.0,0.1633,0.2417,0.2224,1.0,0.2344
3373.7,0.6027,0.0,0.1626,0.2347,0.2151,1.0,0.229
3373.8,0.6058,0.0,0.1628,0.2314,0.211,1.0,0.2241
3373.9,0.599,0.0,0.1655,0.2355,0.2143,1.0,0.2187
3374.0,0.5976,0.0,0.1664,0.236,0.2149,1.0,0.2209
3374.1,0.5907,0.0,0.1703,0.2389,0.2173,1.0,0.2228
3374.2,0.5758,0.0,0.1802,0.2441,0.2215,1.0,0.2305
3374.3,0.5505,0.0,0.196,0.2535,0.2306,1.0,0.2454
3374.4,0.5238,0.0,0.2121,0.264,0.2412,1.0,0.265
3374.5,0.5098,0.0,0.2206,0.2696,0.2446,1.0,0.2786
3374.6,0.4967,0.0,0.2254,0.278,0.2526,1.0,0.2872
3374.7,0.4895,0.0,0.2263,0.2842,0.2587,1.0,0.2906
3374.8,0.4893,0.0,0.2254,0.2853,0.2592,1.0,0.292
3374.9,0.4875,0.0,0.2269,0.2856,0.2596,1.0,0.2943
3375.0,0.4868,0.0,0.2288,0.2844,0.2578,1.0,0.2939
3375.1,0.4858,0.0,0.2296,0.2846,0.2574,1.0,0.2867
3375.2,0.4892,0.0,0.2261,0.2846,0.2563,1.0,0.2726
3375.3,0.4909,0.0,0.2206,0.2885,0.2604,1.0,0.2604
3375.4,0.4916,0.0,0.215,0.2934,0.2655,1.0,0.2585
3375.5,0.4904,0.0,0.2122,0.2975,0.2714,1.0,0.2703
3375.6,0.4915,0.0,0.2101,0.2984,0.2727,1.0,0.2782
3375.7,0.5129,0.0,0.2017,0.2855,0.2602,1.0,0.2765
3375.8,0.548,0.0,0.1887,0.2633,0.2389,1.0,0.2615
3375.9,0.5827,0.0,0.1774,0.2399,0.2167,1.0,0.2423
3376.0,0.6037,0.0,0.1729,0.2234,0.2019,1.0,0.228
3376.1,0.6191,0.0,0.1698,0.2111,0.19,1.0,0.2178
3376.2,0.6305,0.0,0.1658,0.2036,0.1825,1.0,0.2093
3376.3,0.6376,0.0,0.1607,0.2017,0.181,1.0,0.2003
3376.4,0.652,0.0,0.1515,0.1965,0.1754,1.0,0.1882
3376.5,0.6667,0.0,0.1428,0.1905,0.1689,1.0,0.1773
3376.6,0.6733,0.0,0.1389,0.1878,0.1664,1.0,0.1711
3376.7,0.6762,0.0,0.138,0.1859,0.1647,1.0,0.1691
3376.8,0.6757,0.0,0.1397,0.1846,0.1638,1.0,0.1703
3376.9,0.673,0.0,0.1435,0.1835,0.1624,1.0,0.1751
3377.0,0.6572,0.0,0.1529,0.1899,0.1687,1.0,0.1866
3377.1,0.6363,0.0,0.1632,0.2005,0.1795,1.0,0.2003
3377.2,0.618,0.0,0.1705,0.2115,0.1911,1.0,0.2098
3377.3,0.6139,0.0,0.1707,0.2154,0.1943,1.0,0.2094
3377.4,0.6125,0.0,0.1692,0.2183,0.1969,1.0,0.2035
3377.5,0.61,0.0,0.1677,0.2223,0.2002,1.0,0.1999
3377.6,0.5921,0.0,0.1717,0.2362,0.2141,1.0,0.208
3377.7,0.5608,0.0,0.1811,0.2581,0.2369,1.0,0.2291
3377.8,0.527,0.0,0.1931,0.2798,0.2583,1.0,0.2572
3377.9,0.4946,0.0,0.208,0.2974,0.2756,1.0,0.2888
3378.0,0.4653,0.0,0.2246,0.3101,0.2889,1.0,0.3159
3378.1,0.4554,0.0,0.2345,0.3101,0.288,1.0,0.3304
3378.2,0.4628,0.0,0.2349,0.3023,0.2797,1.0,0.3259
3378.3,0.4882,0.0,0.2235,0.2883,0.2661,1.0,0.3049
3378.4,0.5222,0.0,0.2068,0.271,0.249,1.0,0.2802
3378.5,0.5437,0.0,0.197,0.2593,0.2371,1.0,0.2648
3378.6,0.5417,0.0,0.1998,0.2585,0.2372,1.0,0.2618
3378.7,0.5352,0.0,0.2043,0.2605,0.2387,1.0,0.2597
3378.8,0.535,0.0,0.2018,0.2632,0.2411,1.0,0.2513
3378.9,0.5395,0.0,0.1934,0.2671,0.245,1.0,0.24
3379.0,0.5479,0.0,0.1845,0.2676,0.2449,1.0,0.2373
3379.1,0.5419,0.0,0.1868,0.2713,0.2494,1.0,0.2475
3379.2,0.5278,0.0,0.1982,0.274,0.2536,1.0,0.2662
3379.3,0.518,0.0,0.2094,0.2727,0.2526,1.0,0.2795
3379.4,0.5117,0.0,0.2167,0.2716,0.2526,1.0,0.286
3379.5,0.5131,0.0,0.2171,0.2698,0.2513,1.0,0.2853
3379.6,0.5173,0.0,0.2133,0.2694,0.2513,1.0,0.2806
3379.7,0.5232,0.0,0.2075,0.2694,0.2518,1.0,0.2734
3379.8,0.5416,0.0,0.1967,0.2617,0.2428,1.0,0.2601
3379.9,0.5689,0.0,0.182,0.2491,0.2292,1.0,0.2377
3380.0,0.6061,0.0,0.1624,0.2316,0.2103,1.0,0.2069
3380.1,0.6404,0.0,0.144,0.2157,0.1947,1.0,0.1843
3380.2,0.656,0.0,0.1331,0.2109,0.1911,1.0,0.1726
3380.3,0.6589,0.0,0.1277,0.2134,0.1946,1.0,0.1677
3380.4,0.6526,0.0,0.1275,0.2199,0.2024,1.0,0.1689
3380.5,0.6401,0.0,0.1327,0.2273,0.2099,1.0,0.1765
3380.6,0.6217,0.0,0.1439,0.2345,0.2166,1.0,0.1936
3380.7,0.6029,0.0,0.1558,0.2413,0.2227,1.0,0.2094
3380.8,0.6021,0.0,0.1581,0.2399,0.2211,1.0,0.2126
3380.9,0.6208,0.0,0.1486,0.2306,0.2128,1.0,0.2003
3381.0,0.6455,0.0,0.1342,0.2204,0.2038,1.0,0.177
3381.1,0.6836,0.0,0.1159,0.2006,0.1844,1.0,0.1597
3381.2,0.6982,0.0,0.1097,0.1921,0.1757,1.0,0.1496
3381.3,0.6835,0.0,0.1209,0.1957,0.1793,1.0,0.1644
3381.4,0.6408,0.0,0.1464,0.2128,0.1956,1.0,0.1955
3381.5,0.586,0.0,0.1768,0.2373,0.2196,1.0,0.2317
3381.6,0.5538,0.0,0.1949,0.2514,0.2328,1.0,0.2571
3381.7,0.5484,0.0,0.1972,0.2544,0.2362,1.0,0.2643
3381.8,0.5612,0.0,0.1895,0.2493,0.2321,1.0,0.2586
3381.9,0.5789,0.0,0.1801,0.241,0.2237,1.0,0.2489
3382.0,0.5859,0.0,0.1766,0.2376,0.2201,1.0,0.2401
3382.1,0.5838,0.0,0.1767,0.2394,0.2226,1.0,0.2311
3382.2,0.5718,0.0,0.1779,0.2503,0.234,1.0,0.2141
3382.3,0.5635,0.0,0.1753,0.2612,0.2448,1.0,0.2017
3382.4,0.5468,0.0,0.1744,0.2788,0.2621,1.0,0.2022
3382.5,0.5304,0.0,0.1748,0.2948,0.2785,1.0,0.2213
3382.6,0.5135,0.0,0.1782,0.3084,0.293,1.0,0.2496
3382.7,0.5108,0.0,0.1806,0.3086,0.2944,1.0,0.2781
3382.8,0.513,0.0,0.1846,0.3024,0.2885,1.0,0.29
3382.9,0.5198,0.0,0.1891,0.2911,0.2756,1.0,0.286
3383.0,0.5217,0.0,0.1953,0.2829,0.2656,1.0,0.275
3383.1,0.5273,0.0,0.1983,0.2744,0.2544,1.0,0.2666
3383.2,0.5358,0.0,0.1972,0.267,0.2458,1.0,0.2637
3383.3,0.5353,0.0,0.1967,0.268,0.2472,1.0,0.26
3383.4,0.5396,0.0,0.1941,0.2663,0.2449,1.0,0.2578
3383.5,0.5392,0.0,0.1944,0.2664,0.244,1.0,0.2562
3383.6,0.5368,0.0,0.1963,0.267,0.2431,1.0,0.2544
3383.7,0.5337,0.0,0.1984,0.2679,0.2426,1.0,0.2536
3383.8,0.5289,0.0,0.2014,0.2698,0.2427,1.0,0.2577
3383.9,0.5205,0.0,0.2065,0.2729,0.2452,1.0,0.2704
3384.0,0.5188,0.0,0.2088,0.2725,0.2441,1.0,0.2778
3384.1,0.5344,0.0,0.2027,0.2629,0.2348,1.0,0.2724
3384.2,0.5539,0.0,0.1938,0.2523,0.2256,1.0,0.2575
3384.3,0.5706,0.0,0.1873,0.2421,0.2171,1.0,0.2512
3384.4,0.5623,0.0,0.1923,0.2454,0.2208,1.0,0.2536
3384.5,0.5466,0.0,0.2031,0.2503,0.2261,1.0,0.2686
3384.6,0.5278,0.0,0.2159,0.2563,0.2313,1.0,0.2773
3384.7,0.5171,0.0,0.2254,0.2575,0.2316,1.0,0.2826
3384.8,0.5075,0.0,0.2318,0.2607,0.2349,1.0,0.2858
3384.9,0.4967,0.0,0.2359,0.2674,0.2424,1.0,0.2925
3385.0,0.4967,0.0,0.2348,0.2685,0.2424,1.0,0.2998
3385.1,0.5076,0.0,0.2289,0.2636,0.2371,1.0,0.2994
3385.2,0.5293,0.0,0.2181,0.2526,0.2271,1.0,0.2845
3385.3,0.5605,0.0,0.2027,0.2369,0.2126,1.0,0.2584
3385.4,0.5876,0.0,0.1886,0.2238,0.2,1.0,0.2331
3385.5,0.6016,0.0,0.1809,0.2175,0.193,1.0,0.2185
3385.6,0.6047,0.0,0.1784,0.2169,0.1915,1.0,0.2137
3385.7,0.6118,0.0,0.173,0.2152,0.1904,1.0,0.2065
3385.8,0.6404,0.0,0.1558,0.2039,0.1815,1.0,0.1832
3385.9,0.6848,0.0,0.13,0.1853,0.1661,1.0,0.1453
3386.0,0.7136,0.0,0.1106,0.1757,0.1589,1.0,0.1102
3386.1,0.7211,0.0,0.1039,0.175,0.1592,1.0,0.1037
3386.2,0.6929,0.0,0.1153,0.1918,0.1744,1.0,0.1269
3386.3,0.6448,0.0,0.138,0.2171,0.1981,1.0,0.172
3386.4,0.6019,0.0,0.1602,0.2379,0.2174,1.0,0.2137
